,cod_modelo_color,cod_color_code,des_agrup_color_eng,des_fabric,des_product_category,des_product_type,des_filename,des_product_family
7930,47047844-PL,98.00999200639488,GREY,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Necklace,2023_47047844_PL.jpg,Jewellery
7931,57040132-83,83.0,PINK,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Cosmetic bag,2023_57040132_83.jpg,Wallets & cases
7932,57050145-08,8.0,WHITE,P-PLANA,Outerwear,Vest,2023_57050145_08.jpg,Vest
7933,47037132-85,85.0,PINK,T-TRICOT,Bottoms,Skirt,2023_47037132_85.jpg,Skirts
7934,57010284-02,2.0,WHITE,P-PLANA,Bottoms,Shorts,2023_57010284_02.jpg,Shorts
7935,47086714-05,5.0,WHITE,P-PLANA,Bottoms,Trousers,2023_47086714_05.jpg,Trousers
7936,57013797-TN,98.00999200639488,GREY,J-JEANS,Bottoms,Jeans,2023_57013797_TN.jpg,Jeans
7937,57003807-TM,53.825949367088604,BLUE,J-JEANS,Bottoms,Jeans,2023_57003807_TM.jpg,Jeans
7938,57063807-37,37.0,BROWN,J-JEANS,Outerwear,Overshirt,2023_57063807_37.jpg,Jackets
7939,57063811-99,99.0,GREY,K-CIRCULAR,Bottoms,Skirt,2023_57063811_99.jpg,Skirts
7940,57075788-43,43.0,GREEN,P-PLANA,"Dresses, jumpsuits and Complete set",Dress,2023_57075788_43.jpg,Dresses
7941,57015971-30,30.0,BROWN,J-JEANS,Bottoms,Jeans,2023_57015971_30.jpg,Jeans
7942,57056307-99,99.0,GREY,T-TRICOT,Tops,Top,2023_57056307_99.jpg,Tops
7943,57003823-TM,53.825949367088604,BLUE,J-JEANS,Bottoms,Jeans,2023_57003823_TM.jpg,Jeans
7944,57097715-99,99.0,GREY,K-CIRCULAR,Tops,T-Shirt,2023_57097715_99.jpg,T-shirt
7945,57015981-01,1.0,WHITE,K-CIRCULAR,Tops,T-Shirt,2023_57015981_01.jpg,T-shirt
7947,57067725-05,5.0,WHITE,T-TRICOT,Tops,Sweater Vest,2023_57067725_05.jpg,Sweater
7948,57037902-99,99.0,GREY,P-PLANA,Bottoms,Trousers,2023_57037902_99.jpg,Trousers
7949,57089103-99,99.0,GREY,P-PLANA,Bottoms,Trousers,2023_57089103_99.jpg,Trousers
7950,57007771-52,52.0,BLUE,T-TRICOT,Tops,Sweater,2023_57007771_52.jpg,Sweater
7951,57087758-70,70.0,RED,P-PLANA,Tops,Shirt,2023_57087758_70.jpg,Shirt
7952,51070587-05,5.0,WHITE,P-PLANA,"Dresses, jumpsuits and Complete set",Jumpsuit,2019_51070587_05.jpg,Jumpsuit
7953,53030651-70,70.0,RED,K-CIRCULAR,Tops,T-Shirt,2019_53030651_70.jpg,T-shirt
7954,53060683-70,70.0,RED,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Necklace,2019_53060683_70.jpg,Jewellery
7955,41078827-70,70.0,RED,P-PLANA,Bottoms,Skirt,2019_41078827_70.jpg,Skirts
7956,53020805-32,32.0,BROWN,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Earrings,2019_53020805_32.jpg,Jewellery
7957,53087661-40,40.0,GREEN,P-PLANA,Outerwear,Puffer coat,2019_53087661_40.jpg,Puffer coats
7958,53050913-05,5.0,WHITE,T-TRICOT,Tops,Top,2019_53050913_05.jpg,Tops
7959,53091042-07,7.0,WHITE,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Foulard,2019_53091042_07.jpg,"Hats, scarves and gloves"
7960,53053767-99,99.0,GREY,P-PLANA,Tops,Blouse,2019_53053767_99.jpg,Shirt
7961,53093767-99,99.0,GREY,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Backpack,2019_53093767_99.jpg,Bags
7962,53050722-09,9.0,WHITE,K-CIRCULAR,Tops,T-Shirt,2019_53050722_09.jpg,T-shirt
7963,53065774-08,8.0,WHITE,P-PLANA,Outerwear,Blazer,2019_53065774_08.jpg,Blazers
7964,53017026-05,5.0,WHITE,T-TRICOT,Tops,Sweater,2019_53017026_05.jpg,Sweater
7965,57015947-56,56.0,BLUE,K-CIRCULAR,Tops,T-Shirt,2019_57015947_56.jpg,T-shirt
7966,57048255-30,30.0,BROWN,T-TRICOT,Tops,Cardigan,2019_57048255_30.jpg,Cardigans
7967,67090568-05,5.0,WHITE,J-JEANS,Bottoms,Jeans,2020_67090568_05.jpg,Jeans
7968,57017902-08,8.0,WHITE,T-TRICOT,Tops,Sweater,2019_57017902_08.jpg,Sweater
7969,57089403-99,99.0,GREY,T-TRICOT,"Dresses, jumpsuits and Complete set",Dress,2019_57089403_99.jpg,Dresses
7970,47067661-08,8.0,WHITE,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Handbag,2023_47067661_08.jpg,Bags
7971,57040598-99,99.0,GREY,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Sunglasses,2023_57040598_99.jpg,Glasses
7972,57050121-02,2.0,WHITE,P-PLANA,Bottoms,Trousers,2023_57050121_02.jpg,Trousers
7974,57030982-PL,98.00999200639488,GREY,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Necklace,2023_57030982_PL.jpg,Jewellery
7975,57001132-02,2.0,WHITE,P-PLANA,"Dresses, jumpsuits and Complete set",Dress,2023_57001132_02.jpg,Dresses
7976,57043806-99,99.0,GREY,K-CIRCULAR,Bottoms,Skirt,2023_57043806_99.jpg,Skirts
7977,57094007-78,78.0,RED,K-CIRCULAR,"Dresses, jumpsuits and Complete set",Dress,2023_57094007_78.jpg,Dresses
7978,57014042-01,1.0,WHITE,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Necklace,2023_57014042_01.jpg,Jewellery
7979,57075976-99,99.0,GREY,P-PLANA,Outerwear,Outer vest,2023_57075976_99.jpg,Outer Vest
7980,57005983-91,91.0,GREY,K-CIRCULAR,Tops,T-Shirt,2023_57005983_91.jpg,T-shirt
7981,57050230-91,91.0,GREY,K-CIRCULAR,Tops,Top,2023_57050230_91.jpg,Tops
7982,57015810-09,9.0,WHITE,T-TRICOT,Tops,Cardigan,2023_57015810_09.jpg,Cardigans
7983,57047741-43,43.0,GREEN,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Beanie,2023_57047741_43.jpg,"Hats, scarves and gloves"
7984,57086025-99,99.0,GREY,P-PLANA,Outerwear,Vest,2023_57086025_99.jpg,Vest
7985,57047756-99,99.0,GREY,P-PLANA,"Dresses, jumpsuits and Complete set",Dress,2023_57047756_99.jpg,Dresses
7986,57077126-PL,98.00999200639488,GREY,K-CIRCULAR,Tops,Top,2023_57077126_PL.jpg,Tops
7987,57099121-05,5.0,WHITE,P-PLANA,"Dresses, jumpsuits and Complete set",Dress,2023_57099121_05.jpg,Dresses
7988,41083009-02,2.0,WHITE,K-CIRCULAR,Tops,Top,2019_41083009_02.jpg,Tops
7989,51090485-25,25.0,ORANGE,P-PLANA,Bottoms,Trousers,2019_51090485_25.jpg,Trousers
7990,53025008-08,8.0,WHITE,P-PLANA,Outerwear,Vest,2019_53025008_08.jpg,Vest
7991,51080613-11,11.0,YELLOW,P-PLANA,Outerwear,Blazer,2019_51080613_11.jpg,Blazers
7992,53030659-02,2.0,WHITE,P-PLANA,"Dresses, jumpsuits and Complete set",Dress,2019_53030659_02.jpg,Dresses
7993,53060682-99,99.0,GREY,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Handbag,2019_53060682_99.jpg,Bags
7994,51063704-69,69.0,BLUE,P-PLANA,Bottoms,Trousers,2019_51063704_69.jpg,Trousers
7995,53083704-99,99.0,GREY,L-PIEL,"Dresses, jumpsuits and Complete set",Dress,2019_53083704_99.jpg,Dresses
7996,53067658-08,8.0,WHITE,P-PLANA,Outerwear,Jacket,2019_53067658_08.jpg,Jackets
7997,51090750-07,7.0,WHITE,P-PLANA,Bottoms,Skirt,2019_51090750_07.jpg,Skirts
7998,51040902-54,54.0,BLUE,P-PLANA,Tops,Shirt,2019_51040902_54.jpg,Shirt
7999,53045718-99,99.0,GREY,T-TRICOT,Tops,Sweater,2019_53045718_99.jpg,Sweater
8000,51050933-15,15.0,YELLOW,P-PLANA,Bottoms,Trousers,2019_51050933_15.jpg,Trousers
8001,53035715-45,45.0,GREEN,T-TRICOT,Tops,Sweater,2019_53035715_45.jpg,Sweater
8002,51041070-02,2.0,WHITE,K-CIRCULAR,Tops,T-Shirt,2019_51041070_02.jpg,T-shirt
8003,53003779-OR,4.400709219858156,WHITE,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Earrings,2019_53003779_OR.jpg,Jewellery
8004,53093782-CU,33.33863275039746,BROWN,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Handbag,2019_53093782_CU.jpg,Bags
8005,53065753-37,37.0,BROWN,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Cosmetic bag,2019_53065753_37.jpg,Wallets & cases
8006,51025759-99,99.0,GREY,P-PLANA,Tops,Blouse,2019_51025759_99.jpg,Shirt
8007,53055030-37,37.0,BROWN,J-JEANS,"Dresses, jumpsuits and Complete set",Jumpsuit,2019_53055030_37.jpg,Jumpsuit
8008,53045776-32,32.0,BROWN,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Handbag,2019_53045776_32.jpg,Bags
8009,53005788-99,99.0,GREY,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Handbag,2019_53005788_99.jpg,Bags
8010,57037654-43,43.0,GREEN,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Ankle Boots,2019_57037654_43.jpg,Footwear
8011,57087885-99,99.0,GREY,P-PLANA,Tops,Shirt,2019_57087885_99.jpg,Shirt
8012,57009207-94,94.0,GREY,T-TRICOT,Tops,Sweater,2019_57009207_94.jpg,Sweater
8013,47015920-32,32.0,BROWN,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Sunglasses,2023_47015920_32.jpg,Glasses
8014,47014031-20,20.0,ORANGE,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Kerchief,2023_47014031_20.jpg,"Hats, scarves and gloves"
8015,57050030-01,1.0,WHITE,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Sandals,2023_57050030_01.jpg,Footwear
8016,57010038-99,99.0,GREY,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Sandals,2023_57010038_99.jpg,Footwear
8017,57040077-02,2.0,WHITE,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Handbag,2023_57040077_02.jpg,Bags
8018,57002519-52,52.0,BLUE,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Totes bag,2023_57002519_52.jpg,Bags
8019,57045136-99,99.0,GREY,P-PLANA,Outerwear,Jacket,2023_57045136_99.jpg,Jackets
8020,57050437-PL,98.00999200639488,GREY,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Earrings,2023_57050437_PL.jpg,Jewellery
8021,57064008-56,56.0,BLUE,K-CIRCULAR,Tops,Sweatshirt,2023_57064008_56.jpg,Sweatshirts
8022,57010951-99,99.0,GREY,K-CIRCULAR,Tops,T-Shirt,2023_57010951_99.jpg,T-shirt
8023,57083799-99,99.0,GREY,K-CIRCULAR,"Dresses, jumpsuits and Complete set",Dress,2023_57083799_99.jpg,Dresses
8024,57044015-08,8.0,WHITE,P-PLANA,"Dresses, jumpsuits and Complete set",Dress,2023_57044015_08.jpg,Dresses
8025,57050480-02,2.0,WHITE,P-PLANA,"Dresses, jumpsuits and Complete set",Dress,2023_57050480_02.jpg,Dresses
8026,57001089-05,5.0,WHITE,P-PLANA,"Dresses, jumpsuits and Complete set",Jumpsuit,2023_57001089_05.jpg,Jumpsuit
8027,57001110-01,1.0,WHITE,P-PLANA,"Dresses, jumpsuits and Complete set",Dress,2023_57001110_01.jpg,Dresses
8028,57013817-02,2.0,WHITE,P-PLANA,Tops,Blouse,2023_57013817_02.jpg,Shirt
8029,57039805-99,99.0,GREY,L-PIEL,Outerwear,Leather Jacket,2023_57039805_99.jpg,Leather jackets
8030,57095143-09,9.0,WHITE,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Shoes,2023_57095143_09.jpg,Footwear
8031,57055981-08,8.0,WHITE,P-PLANA,"Dresses, jumpsuits and Complete set",Dress,2023_57055981_08.jpg,Dresses
8032,57005802-06,6.0,WHITE,T-TRICOT,Tops,Sweater,2023_57005802_06.jpg,Sweater
8033,57074432-08,8.0,WHITE,K-CIRCULAR,Outerwear,Jacket,2023_57074432_08.jpg,Jackets
8034,57017726-09,9.0,WHITE,T-TRICOT,Tops,Sweater,2023_57017726_09.jpg,Sweater
8035,57063822-88,88.0,PINK,P-PLANA,Bottoms,Skirt,2023_57063822_88.jpg,Skirts
8036,57077750-OR,4.400709219858156,WHITE,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Earrings,2023_57077750_OR.jpg,Jewellery
8037,57076027-57,57.0,BLUE,P-PLANA,Outerwear,Coat,2023_57076027_57.jpg,Coats
8038,57017758-52,52.0,BLUE,T-TRICOT,Tops,Cardigan,2023_57017758_52.jpg,Cardigans
8039,57099122-05,5.0,WHITE,J-JEANS,Bottoms,Jeans,2023_57099122_05.jpg,Jeans
8040,43035799-09,9.0,WHITE,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Handbag,2019_43035799_09.jpg,Bags
8041,53010617-81,81.0,PINK,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Purse,2019_53010617_81.jpg,Wallets & cases
8042,53000867-86,86.0,PINK,T-TRICOT,Tops,Top,2019_53000867_86.jpg,Tops
8043,53080916-TM,53.825949367088604,BLUE,J-JEANS,"Dresses, jumpsuits and Complete set",Overall,2019_53080916_TM.jpg,Jumpsuit
8044,53043047-37,37.0,BROWN,P-PLANA,"Dresses, jumpsuits and Complete set",Dress,2019_53043047_37.jpg,Dresses
8045,53053764-99,99.0,GREY,P-PLANA,Tops,Blouse,2019_53053764_99.jpg,Shirt
8046,53083776-70,70.0,RED,P-PLANA,Bottoms,Skirt,2019_53083776_70.jpg,Skirts
8047,51075026-49,49.0,GREEN,P-PLANA,Outerwear,Blazer,2019_51075026_49.jpg,Blazers
8048,53045739-05,5.0,WHITE,T-TRICOT,Tops,Sweater,2019_53045739_05.jpg,Sweater
8049,53065744-43,43.0,GREEN,P-PLANA,Tops,Blouse,2019_53065744_43.jpg,Shirt
8050,51045032-99,99.0,GREY,P-PLANA,Tops,Blouse,2019_51045032_99.jpg,Shirt
8051,53045036-02,2.0,WHITE,P-PLANA,"Dresses, jumpsuits and Complete set",Dress,2019_53045036_02.jpg,Dresses
8052,57006705-99,99.0,GREY,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Boots,2019_57006705_99.jpg,Footwear
8053,53063794-02,2.0,WHITE,K-CIRCULAR,Outerwear,Jacket,2019_53063794_02.jpg,Jackets
8054,57005944-OR,4.400709219858156,WHITE,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Earrings,2019_57005944_OR.jpg,Jewellery
8055,53065024-43,43.0,GREEN,P-PLANA,Bottoms,Skirt,2019_53065024_43.jpg,Skirts
8056,57045922-99,99.0,GREY,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Hairclip,2019_57045922_99.jpg,Jewellery
8057,57035923-99,99.0,GREY,P-PLANA,"Dresses, jumpsuits and Complete set",Dress,2019_57035923_99.jpg,Dresses
8058,57066704-99,99.0,GREY,P-PLANA,"Dresses, jumpsuits and Complete set",Dress,2019_57066704_99.jpg,Dresses
8059,57025925-30,30.0,BROWN,P-PLANA,"Dresses, jumpsuits and Complete set",Dress,2019_57025925_30.jpg,Dresses
8060,57097883-70,70.0,RED,T-TRICOT,"Dresses, jumpsuits and Complete set",Dress,2019_57097883_70.jpg,Dresses
8061,57085941-32,32.0,BROWN,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Boots,2019_57085941_32.jpg,Footwear
8062,57079209-99,99.0,GREY,K-CIRCULAR,Tops,Top,2019_57079209_99.jpg,Tops
8063,57026711-77,77.0,RED,K-CIRCULAR,Tops,T-Shirt,2019_57026711_77.jpg,T-shirt
8064,57058262-08,8.0,WHITE,T-TRICOT,Tops,Sweater,2019_57058262_08.jpg,Sweater
8065,37010741-37,37.0,BROWN,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Sandals,2022_37010741_37.jpg,Footwear
8066,47024032-CU,33.33863275039746,BROWN,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Shoulder bag,2023_47024032_CU.jpg,Bags
8067,47026304-32,32.0,BROWN,P-PLANA,Bottoms,Trousers,2023_47026304_32.jpg,Trousers
8068,47045849-01,1.0,WHITE,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Necklace,2023_47045849_01.jpg,Jewellery
8069,47095845-65,65.0,PURPLE,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Necklace,2023_47095845_65.jpg,Jewellery
8070,57064386-PL,98.00999200639488,GREY,P-PLANA,Outerwear,Outer vest,2023_57064386_PL.jpg,Outer Vest
8071,47057846-99,99.0,GREY,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Handbag,2023_47057846_99.jpg,Bags
8072,57022881-50,50.0,BLUE,T-TRICOT,Tops,Top,2023_57022881_50.jpg,Tops
8073,57040813-16,16.0,YELLOW,P-PLANA,Outerwear,Outer vest,2023_57040813_16.jpg,Outer Vest
8074,57075137-09,9.0,WHITE,P-PLANA,Outerwear,Trenchcoat,2023_57075137_09.jpg,Trenchcoats
8075,57022886-69,69.0,BLUE,P-PLANA,"Dresses, jumpsuits and Complete set",Dress,2023_57022886_69.jpg,Dresses
8076,57083797-99,99.0,GREY,O-POLIPIEL,Outerwear,Jacket,2023_57083797_99.jpg,Jackets
8077,57032887-99,99.0,GREY,K-CIRCULAR,"Dresses, jumpsuits and Complete set",Dress,2023_57032887_99.jpg,Dresses
8078,57014768-05,5.0,WHITE,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Kerchief,2023_57014768_05.jpg,"Hats, scarves and gloves"
8079,57013806-81,81.0,PINK,T-TRICOT,Tops,Sweater,2023_57013806_81.jpg,Sweater
8080,57034022-99,99.0,GREY,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Cap,2023_57034022_99.jpg,"Hats, scarves and gloves"
8081,57084408-35,35.0,BROWN,T-TRICOT,Outerwear,Coat,2023_57084408_35.jpg,Coats
8082,57034026-30,30.0,BROWN,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Belt,2023_57034026_30.jpg,Belts and Ties
8083,57071168-OR,4.400709219858156,WHITE,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Necklace,2023_57071168_OR.jpg,Jewellery
8084,57043803-09,9.0,WHITE,P-PLANA,Bottoms,Trousers,2023_57043803_09.jpg,Trousers
8085,57086715-62,62.0,PURPLE,P-PLANA,Tops,Top,2023_57086715_62.jpg,Tops
8086,57004432-99,99.0,GREY,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Crossbody bag,2023_57004432_99.jpg,Bags
8087,57003824-TM,53.825949367088604,BLUE,J-JEANS,Bottoms,Jeans,2023_57003824_TM.jpg,Jeans
8088,57025807-37,37.0,BROWN,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Crossbody bag,2023_57025807_37.jpg,Bags
8089,57050311-94,94.0,GREY,T-TRICOT,Tops,Cardigan,2023_57050311_94.jpg,Cardigans
8090,57096312-99,99.0,GREY,K-CIRCULAR,Outerwear,Jacket,2023_57096312_99.jpg,Jackets
8091,57007740-83,83.0,PINK,T-TRICOT,Tops,Sweater,2023_57007740_83.jpg,Sweater
8092,57058267-99,99.0,GREY,P-PLANA,"Dresses, jumpsuits and Complete set",Jumpsuit,2023_57058267_99.jpg,Jumpsuit
8093,57054435-99,99.0,GREY,K-CIRCULAR,"Dresses, jumpsuits and Complete set",Dress,2023_57054435_99.jpg,Dresses
8094,57085809-52,52.0,BLUE,K-CIRCULAR,Tops,Bodysuit,2023_57085809_52.jpg,Bodysuits
8095,57098271-43,43.0,GREEN,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Crossbody bag,2023_57098271_43.jpg,Bags
8096,57050464-88,88.0,PINK,K-CIRCULAR,"Dresses, jumpsuits and Complete set",Dress,2023_57050464_88.jpg,Dresses
8097,43005808-01,1.0,WHITE,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Earrings,2019_43005808_01.jpg,Jewellery
8098,51000637-37,37.0,BROWN,K-CIRCULAR,Tops,T-Shirt,2019_51000637_37.jpg,T-shirt
8099,53060634-70,70.0,RED,K-CIRCULAR,"Dresses, jumpsuits and Complete set",Dress,2019_53060634_70.jpg,Dresses
8100,51053024-99,99.0,GREY,P-PLANA,Bottoms,Trousers,2019_51053024_99.jpg,Trousers
8101,53030685-70,70.0,RED,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Earrings,2019_53030685_70.jpg,Jewellery
8102,53063706-08,8.0,WHITE,P-PLANA,Bottoms,Shorts,2019_53063706_08.jpg,Shorts
8103,53060824-68,68.0,PURPLE,K-CIRCULAR,Tops,Cardigan,2019_53060824_68.jpg,Cardigans
8104,51023740-79,79.0,RED,K-CIRCULAR,Tops,T-Shirt,2019_51023740_79.jpg,T-shirt
8105,53020986-02,2.0,WHITE,K-CIRCULAR,Tops,Top,2019_53020986_02.jpg,Tops
8106,53033754-52,52.0,BLUE,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Earrings,2019_53033754_52.jpg,Jewellery
8107,51075762-05,5.0,WHITE,K-CIRCULAR,Tops,Sweatshirt,2019_51075762_05.jpg,Sweatshirts
8108,53065781-08,8.0,WHITE,T-TRICOT,Outerwear,Cape,2019_53065781_08.jpg,Coats
8109,57074379-79,79.0,RED,P-PLANA,"Dresses, jumpsuits and Complete set",Dress,2019_57074379_79.jpg,Dresses
8110,57075929-99,99.0,GREY,P-PLANA,Tops,Shirt,2019_57075929_99.jpg,Shirt
8111,57057887-99,99.0,GREY,K-CIRCULAR,Bottoms,Skirt,2019_57057887_99.jpg,Skirts
8112,47085851-99,99.0,GREY,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Cosmetic bag,2023_47085851_99.jpg,Wallets & cases
8113,57010006-99,99.0,GREY,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Sandals,2023_57010006_99.jpg,Footwear
8114,57040094-56,56.0,BLUE,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Belt,2023_57040094_56.jpg,Belts and Ties
8115,57062505-30,30.0,BROWN,K-CIRCULAR,Tops,T-Shirt,2023_57062505_30.jpg,T-shirt
8116,47079202-65,65.0,PURPLE,T-TRICOT,Tops,Top,2023_47079202_65.jpg,Tops
8117,57002514-99,99.0,GREY,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Crossbody bag,2023_57002514_99.jpg,Bags
8118,57001026-99,99.0,GREY,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Cosmetic bag,2023_57001026_99.jpg,Wallets & cases
8119,57030150-81,81.0,PINK,J-JEANS,Bottoms,Shorts,2023_57030150_81.jpg,Shorts
8120,47008652-99,99.0,GREY,P-PLANA,"Dresses, jumpsuits and Complete set",Dress,2023_47008652_99.jpg,Dresses
8121,57082002-80,80.0,PINK,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Shoes,2023_57082002_80.jpg,Footwear
8122,57050467-12,12.0,YELLOW,K-CIRCULAR,"Dresses, jumpsuits and Complete set",Dress,2023_57050467_12.jpg,Dresses
8123,57064406-43,43.0,GREEN,T-TRICOT,Tops,Sweater,2023_57064406_43.jpg,Sweater
8124,57043806-69,69.0,BLUE,K-CIRCULAR,Bottoms,Skirt,2023_57043806_69.jpg,Skirts
8125,57084414-02,2.0,WHITE,K-CIRCULAR,Tops,Bodysuit,2023_57084414_02.jpg,Bodysuits
8126,57065790-02,2.0,WHITE,K-CIRCULAR,Tops,Top,2023_57065790_02.jpg,Tops
8127,57075791-09,9.0,WHITE,P-PLANA,"Dresses, jumpsuits and Complete set",Dress,2023_57075791_09.jpg,Dresses
8128,57015807-81,81.0,PINK,T-TRICOT,Tops,Sweater,2023_57015807_81.jpg,Sweater
8129,57046016-05,5.0,WHITE,P-PLANA,Bottoms,Skirt,2023_57046016_05.jpg,Skirts
8130,57005823-56,56.0,BLUE,T-TRICOT,Tops,Sweater,2023_57005823_56.jpg,Sweater
8131,57098633-75,75.0,RED,K-CIRCULAR,"Dresses, jumpsuits and Complete set",Dress,2023_57098633_75.jpg,Dresses
8132,57096025-99,99.0,GREY,P-PLANA,Bottoms,Trousers,2023_57096025_99.jpg,Trousers
8133,67040356-PL,98.00999200639488,GREY,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Necklace,2024_67040356_PL.jpg,Jewellery
8134,57027758-43,43.0,GREEN,K-CIRCULAR,Tops,T-Shirt,2023_57027758_43.jpg,T-shirt
8135,43087018-BL,53.825949367088604,BLUE,J-JEANS,Bottoms,Jeans,2019_43087018_BL.jpg,Jeans
8136,53040521-07,7.0,WHITE,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Sandals,2019_53040521_07.jpg,Footwear
8137,44045825-OR,4.400709219858156,WHITE,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Belt,2019_44045825_OR.jpg,Belts and Ties
8138,53080544-05,5.0,WHITE,T-TRICOT,Tops,Top,2019_53080544_05.jpg,Tops
8139,53060583-85,85.0,PINK,T-TRICOT,Tops,Sweater,2019_53060583_85.jpg,Sweater
8140,53020670-76,76.0,RED,K-CIRCULAR,Tops,T-Shirt,2019_53020670_76.jpg,T-shirt
8141,53053712-07,7.0,WHITE,T-TRICOT,Tops,Top,2019_53053712_07.jpg,Tops
8142,53060910-70,70.0,RED,K-CIRCULAR,Bottoms,Trousers,2019_53060910_70.jpg,Trousers
8143,53010935-02,2.0,WHITE,K-CIRCULAR,Tops,T-Shirt,2019_53010935_02.jpg,T-shirt
8144,53000995-99,99.0,GREY,K-CIRCULAR,Tops,T-Shirt,2019_53000995_99.jpg,T-shirt
8145,53043751-15,15.0,YELLOW,P-PLANA,Bottoms,Trousers,2019_53043751_15.jpg,Trousers
8146,51055748-99,99.0,GREY,P-PLANA,Tops,Blouse,2019_51055748_99.jpg,Shirt
8147,51063777-99,99.0,GREY,P-PLANA,"Dresses, jumpsuits and Complete set",Dress,2019_51063777_99.jpg,Dresses
8148,53073791-08,8.0,WHITE,K-CIRCULAR,Tops,Top,2019_53073791_08.jpg,Tops
8149,53003793-99,99.0,GREY,K-CIRCULAR,Tops,T-Shirt,2019_53003793_99.jpg,T-shirt
8150,53025037-37,37.0,BROWN,T-TRICOT,Tops,Sweater,2019_53025037_37.jpg,Sweater
8151,53085756-06,6.0,WHITE,T-TRICOT,"Dresses, jumpsuits and Complete set",Dress,2019_53085756_06.jpg,Dresses
8152,57095937-37,37.0,BROWN,K-CIRCULAR,Tops,T-Shirt,2019_57095937_37.jpg,T-shirt
8153,57089205-16,16.0,YELLOW,P-PLANA,Tops,Top,2019_57089205_16.jpg,Tops
8154,57058630-52,52.0,BLUE,P-PLANA,"Dresses, jumpsuits and Complete set",Dress,2019_57058630_52.jpg,Dresses
8155,57007899-99,99.0,GREY,K-CIRCULAR,Tops,T-Shirt,2019_57007899_99.jpg,T-shirt
8156,57019220-99,99.0,GREY,K-CIRCULAR,Tops,T-Shirt,2019_57019220_99.jpg,T-shirt
8157,57037704-92,92.0,GREY,P-PLANA,Tops,Shirt,2019_57037704_92.jpg,Shirt
8158,47091269-TN,98.00999200639488,GREY,J-JEANS,Bottoms,Jeans,2023_47091269_TN.jpg,Jeans
8159,47005929-OR,4.400709219858156,WHITE,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Sandals,2023_47005929_OR.jpg,Footwear
8160,47067110-PL,98.00999200639488,GREY,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Belt,2023_47067110_PL.jpg,Belts and Ties
