community_id,cod_modelo_color
29,57007745-32
29,57042003-TC
29,57035995-99
29,57073822-02
29,57047717-OR
29,57055799-35
29,57007743-99
29,57049118-05
29,57083795-32
29,57025974-99
29,57025986-99
29,57064028-09
29,57013782-OR
29,57013800-TO
29,57094039-PL
29,57075804-91
29,57063817-99
29,57014398-TN
29,57057725-05
29,57084408-94
29,57095989-17
29,57054009-75
29,57083796-56
29,57084769-99
29,57015797-10
29,57032509-99
29,57025810-01
29,57087113-99
29,57017714-99
29,47050031-99
29,57089107-99
29,57055802-96
29,57068266-94
29,57018277-99
29,57058269-99
29,57012899-PL
29,57059089-81
29,57034026-30
29,57037712-99
29,57089088-56
29,57005816-11
29,57055797-99
29,57095971-56
29,57004402-TO
29,57003819-TM
29,57063822-88
29,57043807-85
29,57046021-50
29,57097736-08
29,67050279-CO
29,57085804-CU
29,57005796-43
29,57035796-05
29,57094404-52
29,57035791-95
29,57039114-52
29,57014424-99
29,57037728-37
29,57049111-02
29,57041177-TM
29,57085790-05
29,57053807-TM
29,57046012-92
29,57086011-99
29,57056020-30
29,57042881-05
29,57026310-99
29,57065966-05
29,57047736-08
29,57025138-06
29,57025813-92
29,57028276-49
29,57050097-99
29,57004431-78
29,57025140-TO
29,57055949-99
29,57087755-70
29,57096715-08
29,57079119-PL
29,57007744-99
29,57010036-PL
29,57084394-46
29,57040295-TM
29,57007733-05
29,57053821-88
29,57033804-DI
29,57055981-08
29,57005808-01
29,57040598-99
29,57077726-35
29,57085148-92
29,57097711-30
29,57066008-92
29,57012001-05
29,57004788-99
29,57067702-02
29,57002516-02
29,57010612-99
29,57035809-20
29,57073804-99
29,57064425-37
29,57030292-TO
29,57096023-07
29,57046014-99
29,47064020-99
29,57074778-65
29,57064424-PL
29,57067737-43
29,57069083-99
29,57026009-30
29,57001503-02
29,57047903-99
29,57017760-05
29,57054763-40
29,57050230-99
29,57096004-TN
29,57013812-05
29,57099088-PL
29,57057717-OR
29,57094385-99
29,57035794-99
29,57044406-05
29,57087753-68
29,57053805-TM
29,57086313-70
29,57015967-30
29,57004791-99
29,57050296-TU
29,57063802-99
29,57015981-01
29,57069117-20
29,57019114-99
29,57034428-99
29,57040812-99
29,57084762-59
29,57085989-08
29,57004409-99
29,57005810-09
29,57014043-OR
29,57039111-83
29,57089214-08
29,57055983-99
29,57044025-32
29,57087733-05
29,57062884-92
29,57045972-99
29,57087738-PL
29,57040294-TN
29,57085148-99
29,47097130-05
29,57084430-11
29,57005834-43
29,57013817-02
29,57013809-65
29,57043820-05
29,57066031-92
29,57005982-81
29,57069105-99
29,57097727-28
29,57006033-85
29,57005976-TN
29,57035801-05
29,57083804-07
29,57077738-OR
29,67000452-OR
29,57047127-OR
29,57094406-09
29,67040394-PL
29,57045969-43
29,57025798-05
29,57054411-99
29,57033801-02
29,57099119-PL
29,57076008-80
29,57035959-TO
29,57099080-99
29,57057742-05
29,57040365-99
29,57094784-70
29,57053819-79
29,57034407-49
29,57095793-99
29,57075947-08
29,57018271-99
29,57074008-56
29,57092001-99
29,57065805-57
29,57045792-48
29,57094019-99
29,57076028-92
29,57044776-14
29,57056711-99
29,57029090-CO
29,57074417-99
29,57075966-70
29,57055786-05
29,57050028-PL
29,57010046-99
29,57007753-05
29,57037904-TO
29,57037717-01
29,57007750-91
29,57053802-TN
29,57095967-37
29,57067756-85
29,57010263-99
29,57015141-06
29,57093811-50
29,57095965-80
29,57088634-36
29,57026714-99
29,57007754-99
29,57085790-56
29,57046026-99
29,57095143-09
29,57002521-99
29,57034766-05
29,57045983-78
29,57035986-30
29,57063804-99
29,57065810-40
29,57856710-99
29,57064434-05
29,57004434-99
29,57086308-99
29,57035805-09
29,57000187-01
29,57034036-99
29,57043267-05
29,57082001-01
29,57065950-99
29,57035984-95
29,57019117-52
29,57014036-OR
29,57072504-OR
29,57077723-99
29,57040376-OR
29,57097747-56
29,57085142-99
29,57022511-PL
29,57015968-65
29,57093797-99
29,57054415-37
29,57039119-99
29,57064034-09
29,57084414-99
29,57005150-CU
29,57010282-99
29,57089101-88
29,57043816-56
29,57004439-PL
29,57013780-08
29,57095973-99
29,57075978-99
29,57095134-99
29,57069108-PL
29,57073820-15
29,57086028-43
29,57009127-OR
29,57024397-05
29,57040813-99
29,37064382-99
29,57046004-OR
29,57013806-99
29,57002514-02
29,57004410-05
29,57022882-99
29,57097727-56
29,57017721-05
29,57012516-05
29,57048268-65
29,57040305-01
29,57024404-06
29,57095794-OR
29,57014438-56
29,47010422-02
29,57097733-82
29,57050289-TN
29,57015798-43
29,57004045-PL
29,57054024-70
29,57062894-TM
29,57038280-92
29,57002534-OR
29,57087900-PL
29,57064008-56
29,57094763-TN
29,47033271-TM
29,57088634-85
29,57096029-99
29,47033255-99
29,57005802-06
29,57021176-99
29,57004781-84
29,57034782-85
29,57027717-99
29,57001004-99
29,57014779-01
29,57084389-30
29,57035991-09
29,57015795-99
29,57086715-62
29,57004432-99
29,57087737-09
29,57017729-95
29,57006009-OR
29,57074388-99
29,57006018-OR
29,57084405-05
29,57086017-92
29,57087745-99
29,57029101-36
29,57066001-99
29,57013814-01
29,57065811-05
29,57015795-37
29,57096020-99
29,57013802-70
29,57093796-56
29,57049109-99
29,67040356-PL
29,57093721-09
29,57039095-99
29,57085147-CU
29,57029112-08
29,57073801-90
29,57075961-30
29,57056023-05
29,57014044-OR
29,57097718-05
29,67040358-PL
29,67090431-PL
29,57075793-90
29,57054763-70
29,57056308-05
29,57092512-99
29,57019127-05
29,57007739-50
29,57050108-01
29,57092523-PL
29,57027746-99
29,57096311-94
29,57092521-PL
29,57046713-99
29,57049107-99
29,57057754-52
29,47094426-PL
29,57015971-30
29,57048266-34
29,57058277-50
29,57093260-99
29,57094427-02
29,57027742-20
29,57042524-PL
29,57004052-OR
29,57082888-99
29,57003777-99
29,57005816-50
29,57084008-43
29,57002515-50
29,57074012-99
29,57007737-99
29,57028268-99
29,57032898-01
29,57010282-94
29,57078266-TM
29,57015814-43
29,57007759-02
29,57076011-52
29,57029103-95
29,57005801-70
29,57003825-02
29,57010282-01
29,57075792-01
29,57052894-99
29,57066309-99
29,57009101-88
29,57040307-02
29,57022526-PL
29,57050254-88
29,57094769-TO
29,57084019-08
29,57001045-01
29,57033817-61
29,57056022-99
29,57066005-TO
29,57064430-83
29,57085795-56
29,57024035-01
29,57028280-52
29,57083797-99
29,57087741-95
29,57093819-01
29,57095798-35
29,57036013-99
29,57096014-92
29,57004786-99
29,57034023-56
29,47049404-30
29,57026024-99
29,57005832-43
29,57082892-99
29,57005802-95
29,57083820-40
29,57065982-01
29,57013810-70
29,57031178-02
29,57095991-43
29,57013806-81
29,57055955-BB
29,57054411-30
29,57037902-99
29,57077754-99
29,57037744-99
29,57017728-50
29,57003805-05
29,57054763-65
29,57005825-02
29,57043823-05
29,57098266-52
29,57002888-99
29,57006730-PL
29,57045796-56
29,57057124-02
29,57024032-OR
29,57075792-38
29,57064772-01
29,57035800-35
29,57084008-56
29,57049123-02
29,57086713-85
29,57099103-99
29,57014404-08
29,57086311-06
29,57033806-TM
29,57025148-TO
29,57076019-37
29,57040304-07
29,57096311-06
29,57040043-01
29,57043810-95
29,57064433-65
29,57087720-OR
29,57009126-05
29,57044397-50
29,57067739-05
29,57084018-30
29,57085957-TU
29,57099117-99
29,57089107-PL
29,57050473-TM
29,57066727-99
29,57063815-37
29,57050311-50
29,57073805-14
29,57033811-99
29,57040290-01
29,57033819-02
29,57026727-99
29,57050336-OR
29,57005144-37
29,57093800-34
29,57076711-99
29,57040037-99
29,57089104-52
29,57072886-46
29,57092512-32
29,57021035-CU
29,57099098-05
29,57039099-99
29,57066710-99
29,57051087-TM
29,57044432-02
29,57083803-05
29,57055794-07
29,57066023-01
29,57072882-99
29,57057740-99
29,57073255-56
29,57064409-99
29,57044767-TN
29,57023811-99
29,57035798-92
29,57033815-43
29,57054404-99
29,57086726-PL
29,57045805-99
29,57085793-37
29,57015797-83
29,57001045-99
29,57089098-99
29,57046011-99
29,57077755-70
29,57082890-05
29,57002883-TM
29,57095805-50
29,57050092-99
29,57035813-05
29,57042883-69
29,57001014-99
29,57027710-99
29,57097718-43
29,57055144-99
29,57032894-TM
29,57046017-92
29,57048271-99
29,57010766-08
29,57055950-37
29,47050033-99
29,57075982-08
29,57016018-35
29,57040364-BL
29,57037743-99
29,57048280-99
29,57040285-01
29,57015965-99
29,57069088-99
29,57040167-TN
29,57024764-37
29,57093797-65
29,57001502-TA
29,57062508-08
29,57013816-02
29,57061167-99
29,57010252-99
29,57026018-99
29,57099108-99
29,57067702-43
29,67040290-OR
29,57087718-05
29,57064028-37
29,57089101-95
29,57063255-32
29,47049204-06
29,57009104-92
29,57013822-02
29,57017720-43
29,57013819-52
29,57058279-99
29,57076307-99
29,57037718-05
29,57004782-CU
29,57094430-TC
29,57025805-99
29,57063801-99
29,57007734-08
29,57094426-01
29,57086010-70
29,57075793-99
29,57004775-78
29,57014045-PL
29,57053823-88
29,57075794-37
29,57020363-PL
29,57023820-05
29,57037730-94
29,57042510-99
29,57069121-99
29,57095138-99
29,57089118-99
29,57067740-30
29,57065786-05
29,57065793-05
29,57072888-99
29,57045136-09
29,57009098-99
29,57017728-05
29,57025981-99
29,57042894-TN
29,57085800-01
29,47916303-99
29,57040028-52
29,57086727-10
29,57019120-99
29,57005805-91
29,57088638-99
29,57089122-99
29,57013803-TM
29,57075982-99
29,57097761-70
29,57097712-09
29,57013797-TN
29,57025984-43
29,57094424-99
29,57053816-56
29,57005817-05
29,57066713-92
29,57075799-95
29,57067715-43
29,57064028-99
29,57097725-52
29,57004051-OR
29,47094042-05
29,57034025-99
29,57005977-TO
29,57036006-OR
29,57000359-01
29,57098266-94
29,57095785-94
29,57053806-99
29,57007775-70
29,57013799-DO
29,57033801-43
29,57050465-95
29,57094424-08
29,57010728-70
29,57034782-50
29,57013806-70
29,47024032-CU
29,57066711-09
29,57014768-05
29,57054386-05
29,57047726-91
29,57095134-30
29,57015793-43
29,57064015-56
29,57055792-99
29,57035802-05
29,57056021-01
29,57042882-99
29,57034025-78
29,57082003-99
29,57094404-65
29,57068267-65
29,57008284-43
29,57007739-09
29,57014432-01
29,57026007-OR
29,57015996-09
29,57005815-92
29,57097730-76
29,57047749-PL
29,57029404-02
29,57040324-OR
29,57074405-43
29,57075800-99
29,57015796-37
29,57075790-43
29,57052883-43
29,57014404-06
29,57063809-99
29,57005831-70
29,57067729-01
29,57007740-83
29,57097715-43
29,57034404-56
29,57034431-05
29,57067727-37
29,57087731-96
29,57002884-TN
29,57008270-69
29,57076308-77
29,57037742-99
29,57092895-OR
29,57007736-09
29,57097728-99
29,57056013-92
29,57077726-01
29,57050554-99
29,47050101-30
29,57027749-PL
29,57010274-OR
29,57075979-05
29,57054434-43
29,57094014-05
29,57000276-OR
29,57013783-99
29,57027733-99
29,57023806-05
29,57005813-94
29,57009096-03
29,57072889-OR
29,57064779-06
29,57045797-99
29,57015810-09
29,57053814-70
29,57089093-99
29,57047717-99
29,57003808-07
29,57005152-CU
29,57067732-99
29,57042889-99
29,57035803-09
29,57037118-01
29,57094024-99
29,57044409-TO
29,57042509-99
29,57073814-99
29,57096312-43
29,57012897-02
29,57026006-PL
29,57025988-99
29,57075787-99
29,57065978-99
29,57093814-99
29,57047728-28
29,57022883-99
29,57063802-05
29,57099112-99
29,57040459-99
29,57044403-52
29,57090026-88
29,57012880-05
29,57002536-OR
29,57169403-95
29,57036316-05
29,57047761-99
29,57004054-OR
29,57047709-05
29,57005802-81
29,57003811-TO
29,57069116-99
29,57087730-91
29,57003814-TM
29,57024770-09
29,57004437-99
29,57007735-06
29,57096722-TN
29,57034414-32
29,57059111-05
29,57007752-99
29,57027755-05
29,57063807-37
29,57066000-09
29,57025793-09
29,57009115-70
29,57064388-56
29,57067124-02
29,47022883-99
29,57087757-99
29,57094414-02
29,57054396-99
29,57035799-96
29,57065979-99
29,57076317-99
29,57015140-99
29,57094394-99
29,57054419-37
29,57005969-99
29,57084011-99
29,57096028-85
29,57055138-99
29,57047718-05
29,57075806-43
29,57045804-78
29,57023817-05
29,57005834-85
29,57068273-01
29,57047740-07
29,57025801-06
29,57007130-OR
29,67000456-OR
29,57050230-43
29,57077734-99
29,57094033-PL
29,57077732-76
29,57025795-43
29,57025795-99
29,57004043-01
29,57086022-PL
29,57063805-93
29,57003824-TM
29,57065972-46
29,57074028-99
29,57024031-OR
29,57002535-OR
29,57087712-37
29,57044407-99
29,57007758-09
29,57040251-50
29,57019118-65
29,57007763-52
29,57004785-99
29,47091248-31
29,57050028-99
29,57050309-OR
29,57085793-99
29,57072889-99
29,57096711-08
29,57075974-70
29,57087724-99
29,57019121-OR
29,57024434-02
29,57047724-99
29,57074023-99
29,57014427-30
29,57033823-02
29,47043270-TN
29,57029103-88
29,57044021-94
29,57052883-52
29,57045988-78
29,57096307-43
29,57056029-99
29,57083808-99
29,57044763-17
29,57016022-35
29,57045792-99
29,57083817-70
29,57083816-05
29,57055801-08
29,57073821-70
29,57053803-99
29,57087737-05
29,57083817-99
29,57086024-43
29,57000157-02
29,57023815-08
29,57029105-PL
29,57038276-99
29,57097721-CG
29,57052508-99
29,57085796-99
29,57063262-99
29,57013801-50
29,57065790-75
29,57016028-91
29,57053822-80
29,57030010-88
29,57064765-30
29,57054764-99
29,57043803-99
29,57084037-91
29,57027743-20
29,57050259-56
29,57094428-TM
29,57089123-05
29,57088277-02
29,57004437-02
29,57005820-26
29,57030776-99
29,57099122-05
29,57013804-56
29,57057720-05
29,57065812-43
29,57050341-TM
29,57089109-PL
29,57057737-61
29,57095795-99
29,57005825-85
29,57056307-99
29,57005798-09
29,57046716-DI
29,57007745-20
29,57024403-37
29,57050086-30
29,57019108-85
29,37040047-02
29,47084411-99
29,67040289-57
29,57096026-99
29,57066004-99
29,57055974-56
29,57042508-08
29,57039111-05
29,67000260-99
29,57042511-99
29,57053813-CU
29,57016031-05
29,57043808-99
29,57089103-99
29,57086025-99
29,57087758-70
29,57067725-05
29,57022525-OR
29,57005813-09
29,57064017-01
29,57015968-99
29,57034403-05
29,57035965-35
29,57079099-91
29,57064779-99
29,57062892-TM
29,57055804-TA
29,57035811-68
29,57005973-30
29,57003821-02
29,57035138-TN
29,57095798-05
29,57083261-99
29,57007764-99
29,57055802-05
29,57071168-OR
29,57009130-58
29,57074417-70
29,57055810-05
29,57083805-02
29,57085800-81
29,57079103-28
29,57023805-05
29,57043801-99
29,57016027-91
29,57005826-02
29,57085787-30
29,57016715-99
29,57088265-08
29,57077717-02
29,57003816-01
29,57024408-05
29,57097726-PL
29,57065808-26
29,57065963-30
29,57055800-07
29,57022882-01
29,57057120-20
29,57072001-92
29,57007765-05
29,57084424-06
29,57087731-05
29,57073795-05
29,57077726-94
29,57075808-28
29,57074008-43
29,57072508-31
29,57096714-OR
29,57076712-43
29,57041180-01
29,57072509-99
29,57054406-99
29,57075788-99
29,57054763-35
29,57012515-85
29,57077736-43
29,57027741-20
29,57005974-TO
29,57057756-02
29,47001196-99
29,57049102-99
29,57057748-56
29,57049120-05
29,57045971-TO
29,57065149-02
29,57084407-99
29,57029098-99
29,57014037-OR
29,57085136-09
29,57012898-TM
29,47022521-OR
29,57020041-99
29,57076307-77
29,57050006-23
29,57055803-09
29,57044405-88
29,57042884-46
29,57053818-40
29,57005970-30
29,57050311-05
29,57074405-99
29,57023802-95
29,57095785-05
29,57006024-05
29,57067718-01
29,57015806-91
29,57005815-81
29,57019111-99
29,57077737-99
29,57087730-99
29,57007760-30
29,57017727-PL
29,57023816-40
29,57056012-99
29,57083815-02
29,57000365-69
29,57000030-88
29,57047741-99
29,57094419-32
29,57023813-99
29,57055790-05
29,57005830-05
29,57096030-99
29,57043796-TM
29,57065793-09
29,57023808-57
29,57083254-PL
29,67000353-99
29,57026727-92
29,57050188-99
29,57006020-OR
29,57045801-37
29,57015795-90
29,57084425-TN
29,57048270-99
29,57084034-99
29,57033814-76
29,57034006-99
29,57025957-01
29,57064386-PL
29,57042883-52
29,57012517-32
29,57064016-01
29,57050076-OR
29,57000365-85
29,57027713-99
29,57076020-07
29,57088638-05
29,57087114-OR
29,57092882-99
29,57092890-99
29,57050099-PL
29,57085792-43
29,57064406-99
29,57007730-91
29,57053799-43
29,57094406-43
29,57012886-01
29,57004053-PL
29,57054435-43
29,57039120-PL
29,57004436-99
29,57078276-59
29,57072885-69
29,57084403-09
29,57016729-CU
29,57001030-01
29,57016024-08
29,57078635-99
29,57089086-99
29,57023819-70
29,57033810-99
29,57007740-08
29,57079088-43
29,57083821-35
29,57056011-01
29,57017746-43
29,57084388-78
29,57053804-TM
29,57049106-01
29,57064406-43
29,57073813-85
29,57096307-56
29,57034415-56
29,57066019-99
29,57075968-35
29,57034402-56
29,57037751-99
29,57045795-08
29,57034397-TO
29,57073812-02
29,57040076-99
29,57098267-09
29,57033797-99
29,57086003-PL
29,57020766-99
29,57087702-35
29,57029122-12
29,57097740-PL
29,57073811-99
29,57075148-TM
29,57065968-DI
29,57085787-05
29,57065802-96
29,57017718-08
29,57040306-01
29,57096715-99
29,57025796-06
29,47051027-GM
29,57057126-CO
29,57093802-TN
29,57057719-02
29,57036715-99
29,57016013-65
29,57065988-05
29,57005808-83
29,57047712-01
29,67040292-GM
29,57072893-TO
29,57045981-17
29,57032882-99
29,57014400-TN
29,57015798-85
29,57073805-05
29,57038277-94
29,47064017-37
29,57007767-99
29,57077737-35
29,57076315-43
29,57024033-OR
29,57046714-46
29,57010260-99
29,57085984-91
29,57019122-43
29,57007912-35
29,57054767-TN
29,47010084-08
29,57013804-92
29,57020041-88
29,57026715-99
29,57055969-35
29,57075958-56
29,57015792-99
29,57007744-94
29,57014042-01
29,57094425-91
29,57044784-01
29,57007756-07
29,57046309-56
29,57027719-05
29,57075812-85
29,57049096-65
29,57075787-70
29,57027744-43
29,57073806-05
29,57064386-99
29,57065985-99
29,57017747-30
29,57075965-99
29,57068267-99
29,57044781-TO
29,57083817-05
29,57084021-99
30,53005738-92
30,57004393-99
30,53000586-TN
30,57035943-52
30,57067887-99
30,57015902-31
30,67060520-99
30,57085911-92
30,57007893-OR
30,53010605-09
30,57037698-02
30,57067890-56
30,53053779-17
30,53053779-99
30,57095902-15
30,57045933-99
30,53070567-02
30,57006313-99
30,57095931-85
30,53080640-43
30,57009222-99
30,57007895-99
30,57037895-99
30,57004756-99
30,57005941-OR
30,53003794-99
30,57095782-30
30,57016704-15
30,57009214-43
30,57055132-02
30,57008629-14
30,53035766-52
30,57045940-56
30,53095754-02
30,53020587-56
30,57006712-05
30,53045023-20
30,53015758-05
30,53025745-99
30,53025768-37
30,51075745-99
30,51023740-02
30,53967021-99
30,51043728-56
30,57004390-05
30,53065742-99
30,57034379-99
30,53083042-52
30,57069209-99
30,53003742-TO
30,57029083-09
30,51053035-08
30,57009215-50
30,53070821-TN
30,57005129-OR
30,51893712-52
30,57008635-19
30,53015024-05
30,53063785-99
30,53049069-30
30,53045718-99
30,53050722-09
30,57077886-08
30,57007894-05
30,53060569-32
30,53051045-88
30,53023752-99
30,57005907-99
30,53005012-99
30,57007696-06
30,51055737-09
30,53055768-99
30,57099206-99
30,53065772-76
30,57085909-96
30,57045130-02
30,51035023-05
30,53053794-OR
30,53043767-99
30,57005906-27
30,57028632-99
30,53083720-31
30,57085929-19
30,53065744-79
30,53040723-99
30,57018266-99
30,57026708-05
30,53015710-17
30,57007688-37
30,53030755-02
30,53025772-99
30,53063715-31
30,53003723-94
30,57032877-20
30,57068262-91
30,53060615-20
30,57048260-43
30,57035926-37
30,57057885-01
30,53903728-79
30,53095642-69
30,51035743-08
30,53048813-99
30,53053730-99
30,51085724-05
30,53060879-99
30,53053749-37
30,53083750-30
30,53043047-99
30,53020610-50
30,51055748-99
30,53043714-94
30,57047659-99
30,57084382-99
30,53095775-99
30,57036303-99
30,53000626-99
30,53020588-99
30,57075782-77
30,57025785-TO
30,51000638-02
30,51015766-92
30,51085028-99
30,53017026-05
30,57097107-70
30,57026711-06
30,51023740-99
30,57006308-02
30,57097685-70
30,53033751-99
30,57015131-99
30,57095915-99
30,53045741-85
30,57067696-99
30,57017687-99
30,53023046-85
30,51063787-50
30,53005785-99
30,57004004-37
30,57007703-43
30,53005748-32
30,53010844-99
30,57048263-99
30,57049213-99
30,57077106-99
30,51015719-09
30,53073708-70
30,53080604-94
30,57045923-OR
30,57069403-99
30,57015938-99
30,53033761-85
30,57027653-OR
30,57025924-81
30,57026712-15
30,57047897-99
30,53070663-99
30,57007705-92
30,53055736-30
30,53000578-05
30,53065780-02
30,57017550-99
30,53055750-92
30,57058631-99
30,53083046-99
30,57005554-05
30,57016308-85
30,57005927-43
30,53015757-70
30,57057692-70
30,53005738-99
30,53053779-43
30,53015745-80
30,57045904-81
30,53070809-92
30,57047689-02
30,57019216-PL
30,51093766-43
30,57035916-99
30,51031081-85
30,53030888-05
30,57059211-81
30,57015949-95
30,57045941-43
30,57029213-43
30,53005760-92
30,53003722-06
30,53030677-32
30,57005913-OR
30,57065926-37
30,53090758-56
30,57065904-99
30,57008633-50
30,57045925-99
30,57067878-70
30,53025768-02
30,53043043-99
30,51075034-99
30,53023716-07
30,57079203-99
30,67050548-48
30,53071096-OR
30,57067883-99
30,51087668-92
30,57919028-30
30,57079209-85
30,53003800-99
30,57006307-99
30,57065917-99
30,53061012-02
30,57005553-43
30,51053727-09
30,51021121-43
30,53017022-06
30,53033769-02
30,53025026-52
30,57005133-99
30,53103700-TN
30,57077887-99
30,53020749-92
30,53075030-05
30,57064753-20
30,53073757-99
30,51023739-02
30,57085927-99
30,53045776-32
30,57019219-99
30,53095011-49
30,53067659-34
30,53083040-08
30,57025902-37
30,53047671-99
30,51075736-99
30,53043712-91
30,51083785-94
30,57077686-99
30,57004005-15
30,57027698-99
30,57007691-43
30,53975683-99
30,57075129-99
30,53015016-05
30,57018256-94
30,57035130-43
30,57015942-99
30,57006309-01
30,57045929-02
30,53043732-99
30,57047879-78
30,57097886-49
30,53093765-99
30,57029212-99
30,67030557-99
30,57029218-11
30,67070555-09
30,53080818-05
30,57025925-30
30,53085772-02
30,53087017-30
30,57099203-99
30,53050734-99
30,57088254-99
30,67043253-05
30,51070902-99
30,57007901-99
30,53043794-09
30,53057659-69
30,67043259-80
30,53053793-OR
30,53023768-99
30,57045946-70
30,57018256-99
30,53045716-09
30,53095770-52
30,57097685-06
30,51003746-99
30,57007902-56
30,57026304-02
30,53055773-37
30,57047894-99
30,53073774-01
30,53030679-32
30,57095937-85
30,57005552-50
30,57007701-35
30,57097695-70
30,57065904-30
30,57055923-OR
30,53045761-TG
30,53070521-28
30,53070860-47
30,53063764-32
30,53073729-77
30,53017024-TO
30,57007877-16
30,57026711-99
30,53085779-01
30,57099209-PL
30,51715719-99
30,57009213-57
30,53091077-30
30,57045941-95
30,57065936-09
30,51033705-99
30,57016303-37
30,67040592-08
30,57027107-02
30,53083780-99
30,51030857-20
30,53031016-68
30,57024756-16
30,53015753-05
30,53023714-70
30,57044755-80
30,57095929-99
30,53033776-OR
30,53067675-99
30,51085027-99
30,51063763-43
30,53088813-08
30,57035910-92
30,53067683-16
30,53070976-OR
30,57008631-52
30,53020585-02
30,57085920-OR
30,57059208-85
30,53005786-30
30,57035785-99
30,57087691-TO
30,57019211-OR
30,57067691-99
30,57018255-05
30,53093715-06
30,57095940-15
30,57065919-99
30,57069403-01
30,53035016-05
30,53073748-09
30,53085735-99
30,57049077-07
30,51015740-99
30,53013761-99
30,53073773-99
30,57036304-76
30,53065769-99
30,51043741-99
30,53073766-99
30,57004386-05
30,57089205-16
30,53025735-99
30,53045718-06
30,51083738-94
30,53090805-99
30,57075923-37
30,57015924-52
30,57015909-42
30,57007707-37
30,57038255-30
30,57027894-52
30,57047890-99
30,53067658-32
30,67000502-99
30,53087661-40
30,53075780-99
30,53080681-99
30,51043739-03
30,57025942-30
30,57097886-70
30,53000591-TM
30,57014382-05
30,57047687-37
30,53003723-99
30,57068631-99
30,57005939-OR
30,53003786-99
30,57006303-05
30,57017884-07
30,57019219-OR
30,57064753-43
30,53000578-TM
30,57045930-OR
30,53025008-34
30,57009215-05
30,53085748-PL
30,53003727-07
30,53093751-79
30,57025938-99
30,53003060-PL
30,57045903-15
30,53043757-99
30,53050625-99
30,53053715-06
30,51035727-99
30,53075739-99
30,57026711-77
30,53021099-OR
30,57007894-43
30,57075782-CG
30,53053029-01
30,57049203-35
30,57004380-70
30,53093765-32
30,67050095-OR
30,53023760-02
30,57007702-08
30,57065943-99
30,53035770-99
30,51087016-99
30,51041070-99
30,53031102-PL
30,57057692-02
30,57095902-99
30,53013741-49
30,53043732-01
30,41030739-56
30,57006707-99
30,57035904-02
30,57059210-99
30,57094381-85
30,57005130-OR
30,57065923-30
30,57006712-43
30,57095902-33
30,57045920-09
30,53005745-96
30,51013728-30
30,57006714-82
30,53070610-01
30,53000762-OR
30,57047655-02
30,53103803-OR
30,57009604-76
30,53097656-17
30,57039210-43
30,51073784-07
30,57065913-07
30,57005509-99
30,53017025-05
30,53090742-99
30,57007896-96
30,53023714-06
30,53023736-TO
30,57045938-99
30,51005744-99
30,57029214-99
30,57037883-90
30,57007903-01
30,57065783-85
30,57025908-17
30,53015745-05
30,53013764-99
30,57005506-80
30,57047688-BB
30,67032508-07
30,53073716-56
30,57005911-94
30,53043749-04
30,53055030-37
30,53090669-99
30,51073785-09
30,53003776-05
30,57047656-99
30,57057880-43
30,53043714-09
30,57075926-05
30,57039204-52
30,53051101-99
30,57044754-99
30,51013711-16
30,51085730-99
30,53291158-OR
30,53015714-49
30,57007704-99
30,51083766-43
30,53093739-99
30,57089206-OR
30,57087887-70
30,53000586-TM
30,57049085-99
30,51043029-99
30,57067888-99
30,53011118-43
30,51083782-81
30,57024756-PL
30,57048629-49
30,53015772-30
30,57037687-99
30,53043794-99
30,53053766-02
30,53045036-02
30,57087701-07
30,53063790-99
30,51043731-99
30,53023791-PL
30,53063776-02
30,57009208-99
30,53025772-08
30,53020604-02
30,53083711-95
30,57039203-99
30,51053746-85
30,57014756-43
30,53015769-56
30,53043765-56
30,53043786-PL
30,53073791-43
30,53003736-94
30,57004378-05
30,53095018-99
30,53095033-99
30,53003754-92
30,53065751-99
30,57057888-43
30,51061123-01
30,57077687-02
30,53013717-05
30,57037882-90
30,53050577-15
30,57066303-08
30,53083027-02
30,53045739-05
30,67090568-05
30,53090758-02
30,53033759-99
30,53010573-TN
30,53021098-OR
30,57029216-99
30,57085919-99
30,53040520-99
30,43057761-37
30,57075929-99
30,57027884-OR
30,53090580-57
30,53035758-02
30,57017699-99
30,53025775-CU
30,57074380-99
30,53021097-OR
30,53003770-85
30,57074382-70
30,57047659-28
30,57007706-OR
30,57965908-99
30,51033727-30
30,53055711-50
30,57077880-02
30,57015948-05
30,53057659-94
30,53013796-99
30,57049206-08
30,53095771-TG
30,53033714-95
30,57028256-30
30,53063756-05
30,57057895-76
30,57015952-08
30,57025937-30
30,53050579-99
30,57055918-OR
30,53075744-20
30,53000625-99
30,53085739-94
30,51033747-69
30,53010573-TO
30,53055738-06
30,53053731-94
30,53023757-99
30,67010056-PL
30,53023713-91
30,57076706-99
30,57056708-01
30,51985027-99
30,57025921-OR
30,53000765-OR
30,57018261-08
30,57016305-15
30,57017877-70
30,57077878-09
30,57064383-99
30,53065735-02
30,57029218-61
30,57009204-43
30,53003792-02
30,53063767-09
30,53025772-52
30,53005761-92
30,53081028-99
30,67010569-OR
30,57055129-37
30,57019805-30
30,53035737-99
30,57035132-06
30,53013046-99
30,53003727-99
30,57015909-05
30,57039058-99
30,57907905-02
30,57075911-99
30,67050054-PL
30,57005952-PL
30,57005130-99
30,53003780-OR
30,51023052-70
30,53015758-09
30,51035008-99
30,53015738-50
30,57047884-02
